filename|arousal|valence
02130.flac|Ignore|+2
02131.flac|-1|Ignore
02132.flac|Ignore|+0.5
02133.flac|Ignore|-2
02134.flac|Init|-0.5
02135.flac|0|+0.5
02136.flac|Init|Init
02137.flac|0|-2
02138.flac|Ignore|+2
02139.flac|Init|-2
02140.flac|Ignore|Ignore
02141.flac|+2|-2
02142.flac|Init|+1
02143.flac|-0.5|+0.5
02144.flac|Ignore|-2
02145.flac|0|+2
02146.flac|-2|Init
02147.flac|-0.5|0
02148.flac|-0.5|0
02149.flac|+0.5|-0.5
02150.flac|+1|-0.5
02151.flac|+1|Ignore
02152.flac|Init|Ignore
02153.flac|Ignore|Ignore
02154.flac|+2|-1
02155.flac|+2|-2
02156.flac|Ignore|0
02157.flac|0|Init
02158.flac|-1|Init
02159.flac|-0.5|+0.5
02160.flac|+1|-1
02161.flac|0|-2
02162.flac|Ignore|Init
02163.flac|+2|+0.5
02164.flac|0|+1
02165.flac|-2|+0.5
02166.flac|+2|+2
02167.flac|Ignore|-2
02168.flac|-1|-0.5
02169.flac|-1|Init
02170.flac|-0.5|-1
02171.flac|-2|-1
02172.flac|0|-2
02173.flac|-2|Ignore
02174.flac|Ignore|-2
02175.flac|-0.5|+0.5
02176.flac|-1|Ignore
02177.flac|0|Ignore
02178.flac|-0.5|+2
02179.flac|0|+2
02180.flac|+1|-1
02181.flac|-0.5|+2
02182.flac|+1|+2
02183.flac|Ignore|0
02184.flac|+0.5|-2
02185.flac|0|0
02186.flac|-0.5|0
02187.flac|-0.5|+2
02188.flac|+2|+0.5
02189.flac|+1|0
02190.flac|+2|-0.5
02191.flac|+2|+0.5
02192.flac|-1|+0.5
02193.flac|-1|Init
02194.flac|+0.5|+0.5
02195.flac|Init|+1
02196.flac|+0.5|Init
02197.flac|+1|+2
02198.flac|-2|+0.5
02199.flac|+1|+2
02200.flac|+1|0
02201.flac|-0.5|-2
02202.flac|-0.5|Ignore
02203.flac|+2|-0.5
02204.flac|Ignore|-2
02205.flac|+1|+2
02206.flac|+1|Init
02207.flac|Ignore|Ignore
02208.flac|-1|-0.5
02209.flac|Init|Ignore
02210.flac|-0.5|-0.5
02211.flac|-1|+1
02212.flac|+1|+2
02213.flac|+0.5|Ignore
02214.flac|0|-2
02215.flac|Ignore|-2
02216.flac|+1|-0.5
02217.flac|+1|+2
02218.flac|+0.5|+1
02219.flac|+1|-1
02220.flac|Init|-0.5
02221.flac|Init|+2
02222.flac|+1|+0.5
02223.flac|+0.5|+2
02224.flac|Ignore|-2
02225.flac|+1|0
02226.flac|Ignore|-0.5
02227.flac|+0.5|-2
02228.flac|-1|-0.5
02229.flac|+0.5|-1
02230.flac|-2|-2
02231.flac|+0.5|-2
02232.flac|-2|-1
02233.flac|Ignore|Ignore
02234.flac|-0.5|+0.5
02235.flac|0|Ignore
02236.flac|-0.5|0
02237.flac|0|+1
02238.flac|Init|+0.5
02239.flac|-2|+1
02240.flac|0|-0.5
02241.flac|-1|Ignore
02242.flac|Init|Init
02243.flac|Ignore|-2
02244.flac|0|+1
02245.flac|Ignore|-0.5
02246.flac|-1|+1
02247.flac|-2|Ignore
02248.flac|-1|+0.5
02249.flac|-2|-0.5
02250.flac|0|-2
02251.flac|Init|-1
02252.flac|Ignore|Ignore
02253.flac|-0.5|Init
02254.flac|+0.5|Ignore
02255.flac|-2|Ignore
02256.flac|Init|0
02257.flac|-0.5|+1
02258.flac|+0.5|+2
02259.flac|+1|+0.5
02260.flac|+1|0
02261.flac|0|Ignore
02262.flac|Init|-1
02263.flac|Init|0
02264.flac|-2|+0.5
02265.flac|Init|Init
02266.flac|+0.5|0
02267.flac|0|0
02268.flac|-1|0
02269.flac|-0.5|Init
02270.flac|Ignore|+1
02271.flac|+1|+0.5
02272.flac|0|-2
02273.flac|Ignore|Init
02274.flac|-0.5|-0.5
02275.flac|-1|+1
02276.flac|+1|-1
02277.flac|+0.5|+1
02278.flac|0|-0.5
02279.flac|Init|+1
02280.flac|-1|-1
02281.flac|-1|0
02282.flac|Init|-1
02283.flac|0|0
02284.flac|-1|-1
02285.flac|+2|-0.5
02286.flac|-2|Init
02287.flac|+0.5|-2
02288.flac|+2|0
02289.flac|0|-1
02290.flac|+2|-0.5
02291.flac|-2|+2
02292.flac|-0.5|0
02293.flac|+1|+0.5
02294.flac|-2|+2
02295.flac|0|-0.5
02296.flac|+1|+1
02297.flac|+1|+0.5
02298.flac|+2|-0.5
02299.flac|+0.5|-0.5
02300.flac|+2|-2
02301.flac|0|+0.5
02302.flac|-0.5|+1
02303.flac|0|+1
02304.flac|+0.5|+2
02305.flac|+1|+2
02306.flac|-0.5|Init
02307.flac|+1|-2
02308.flac|+1|Ignore
02309.flac|-1|-1
02310.flac|+0.5|-1
02311.flac|Ignore|-2
02312.flac|-1|Ignore
02313.flac|-1|+1
02314.flac|-2|+0.5
02315.flac|Init|0
02316.flac|0|+0.5
02317.flac|+2|Init
02318.flac|-1|-1
02319.flac|+0.5|Init
02320.flac|-2|-1
02321.flac|Ignore|-1
02322.flac|Init|-2
02323.flac|+1|-1
02324.flac|Init|Init
02325.flac|+1|-1
02326.flac|-0.5|Init
02327.flac|+1|+2
02328.flac|0|0
02329.flac|+1|0
02330.flac|-1|+2
02331.flac|Init|0
02332.flac|Ignore|0
02333.flac|+0.5|-0.5
02334.flac|Ignore|-1
02335.flac|Ignore|+0.5
02336.flac|+1|Ignore
02337.flac|0|+0.5
02338.flac|0|-0.5
02339.flac|+0.5|Ignore
02340.flac|+0.5|+0.5
02341.flac|+0.5|-1
02342.flac|Ignore|0
02343.flac|-1|+0.5
02344.flac|Ignore|-2
02345.flac|Init|+2
02346.flac|-1|-0.5
02347.flac|-0.5|+0.5
02348.flac|-0.5|-2
02349.flac|Ignore|Ignore
02350.flac|-2|-1
02351.flac|+0.5|+0.5
02352.flac|-2|Ignore
02353.flac|+0.5|0
02354.flac|-1|Init
02355.flac|Ignore|0
02356.flac|-2|Ignore
02357.flac|Init|+0.5
02358.flac|-0.5|Init
02359.flac|-2|+2
02360.flac|+1|-2
02361.flac|-1|-2
02362.flac|-2|-2
02363.flac|-0.5|+1
02364.flac|-0.5|-1
02365.flac|-1|Init
02366.flac|+0.5|-1
02367.flac|Init|+0.5
02368.flac|-0.5|+1
02369.flac|-1|+0.5
02370.flac|Ignore|+1
02371.flac|-0.5|-0.5
02372.flac|+1|0
02373.flac|Init|+0.5
02374.flac|-1|-1
02375.flac|Ignore|-1
02376.flac|+0.5|+1
02377.flac|Init|Init
02378.flac|Ignore|Ignore
02379.flac|-0.5|-0.5
02380.flac|-0.5|-2
02381.flac|Init|Ignore
02382.flac|-1|-0.5
02383.flac|+2|Ignore
02384.flac|+1|-0.5
02385.flac|0|0
02386.flac|Init|-1
02387.flac|+1|+0.5
02388.flac|-2|-0.5
02389.flac|-0.5|Ignore
02390.flac|-2|Ignore
02391.flac|+2|-0.5
02392.flac|Ignore|+1
02393.flac|0|-0.5
02394.flac|Ignore|-2
02395.flac|+0.5|+2
02396.flac|+2|-0.5
02397.flac|+0.5|Init
02398.flac|+2|0
02399.flac|+0.5|0
02400.flac|-1|-0.5
02401.flac|0|Ignore
02402.flac|+0.5|-0.5
02403.flac|Ignore|-1
02404.flac|-1|+0.5
02405.flac|Ignore|+2
02406.flac|-0.5|+0.5
02407.flac|0|+2
02408.flac|-2|-0.5
02409.flac|Init|0
02410.flac|+2|-2
02411.flac|-1|-2
02412.flac|-1|Ignore
02413.flac|+1|0
02414.flac|+2|-1
02415.flac|-1|Init
02416.flac|Init|+2
02417.flac|0|+0.5
02418.flac|0|0
02419.flac|+1|+0.5
02420.flac|-0.5|Init
02421.flac|Ignore|-1
02422.flac|-1|0
02423.flac|+0.5|+1
02424.flac|Ignore|0
02425.flac|+0.5|-1
02426.flac|0|Init
02427.flac|+2|Init
02428.flac|-0.5|+2
02429.flac|+2|-1
02430.flac|-1|-0.5
02431.flac|Ignore|-0.5
02432.flac|+0.5|-2
02433.flac|Init|-2
02434.flac|Init|Init
02435.flac|-0.5|+1
02436.flac|+0.5|+0.5
02437.flac|+0.5|Init
02438.flac|-1|-2
02439.flac|-1|-0.5
02440.flac|+0.5|+0.5
02441.flac|+2|+1
02442.flac|Init|0
02443.flac|0|Init
02444.flac|-2|-0.5
02445.flac|0|-0.5
02446.flac|+1|-0.5
02447.flac|+1|+1
02448.flac|-0.5|Ignore
02449.flac|0|+1
02450.flac|+2|-1
02451.flac|+2|-1
02452.flac|-2|+2
02453.flac|+0.5|Ignore
02454.flac|+0.5|+1
02455.flac|Ignore|Init
02456.flac|Ignore|Ignore
02457.flac|+1|Init
02458.flac|0|+1
02459.flac|Init|+0.5
02460.flac|Ignore|-2
02461.flac|-0.5|-2
02462.flac|Init|0
02463.flac|-2|+2
02464.flac|+2|Ignore
02465.flac|Ignore|-2
02466.flac|-1|Ignore
02467.flac|Init|+0.5
02468.flac|Ignore|Init
02469.flac|+2|-1
02470.flac|+2|-0.5
02471.flac|-0.5|Ignore
02472.flac|+0.5|-0.5
02473.flac|+1|+1
02474.flac|0|-1
02475.flac|-0.5|-0.5
02476.flac|0|0
02477.flac|+1|+2
02478.flac|-0.5|Init
02479.flac|+0.5|0
02480.flac|Ignore|-2
02481.flac|Ignore|0
02482.flac|-0.5|Init
02483.flac|Ignore|-1
02484.flac|Ignore|-2
02485.flac|+1|-1
02486.flac|+2|+1
02487.flac|+0.5|+2
02488.flac|-1|+2
02489.flac|-0.5|-1
02490.flac|-2|0
02491.flac|+0.5|Init
02492.flac|0|-0.5
02493.flac|-2|+0.5
02494.flac|+1|+2
02495.flac|+2|+2
02496.flac|Ignore|-0.5
02497.flac|0|-2
02498.flac|0|Ignore
02499.flac|0|+1
02500.flac|+0.5|-1
02501.flac|+1|Init
02502.flac|-1|Ignore
02503.flac|+1|+2
02504.flac|+1|+1
02505.flac|Init|-0.5
02506.flac|+0.5|+2
02507.flac|Init|+1
02508.flac|+2|+1
02509.flac|-0.5|+2
02510.flac|-2|+2
02511.flac|0|Init
02512.flac|0|-2
02513.flac|0|Init
02514.flac|+1|+0.5
02515.flac|-0.5|-2
02516.flac|+2|Init
02517.flac|+0.5|Ignore
02518.flac|+1|+1
02519.flac|Init|+2
02520.flac|-1|0
02521.flac|Ignore|-0.5
02522.flac|-0.5|-2
02523.flac|-1|Ignore
02524.flac|0|0
02525.flac|-1|-2
02526.flac|+0.5|Ignore
02527.flac|-1|+1
02528.flac|-0.5|0
02529.flac|+2|-2
02530.flac|0|+1
02531.flac|Ignore|-1
02532.flac|0|+0.5
02533.flac|Ignore|Ignore
02534.flac|-2|+0.5
02535.flac|Ignore|Ignore
02536.flac|+1|+0.5
02537.flac|0|Ignore
02538.flac|+1|Init
02539.flac|-2|Ignore
02540.flac|Ignore|+0.5
02541.flac|+0.5|+2
02542.flac|-0.5|+1
02543.flac|Init|+1
02544.flac|-0.5|-2
02545.flac|-0.5|Init
02546.flac|+0.5|Ignore
02547.flac|Init|+0.5
02548.flac|+0.5|-1
02549.flac|0|Ignore
02550.flac|Init|+2
02551.flac|+0.5|+1
02552.flac|+1|+0.5
02553.flac|-0.5|Init
02554.flac|-1|+2
02555.flac|0|-0.5
02556.flac|-1|+1
02557.flac|Init|+0.5
02558.flac|+1|-0.5
02559.flac|+0.5|0
02560.flac|-1|-1
02561.flac|+2|+2
02562.flac|Ignore|0
02563.flac|+1|-0.5
02564.flac|-1|-2
02565.flac|0|Ignore
02566.flac|Ignore|+2
02567.flac|+2|+1
02568.flac|Init|+2
02569.flac|+2|+2
02570.flac|+2|+0.5
02571.flac|+1|Init
02572.flac|-1|Init
02573.flac|+2|Init
02574.flac|-2|+2
02575.flac|+2|+1
02576.flac|-2|-0.5
02577.flac|-0.5|Ignore
02578.flac|Ignore|-0.5
02579.flac|-1|-1
02580.flac|0|-0.5
02581.flac|-0.5|-2
02582.flac|Init|-2
02583.flac|Ignore|-1
02584.flac|-2|+1
02585.flac|Init|-0.5
02586.flac|+1|+1
02587.flac|Ignore|0
02588.flac|-1|0
02589.flac|Ignore|+2
02590.flac|Ignore|Ignore
02591.flac|+2|Ignore
02592.flac|+1|0
02593.flac|-1|-2
02594.flac|-2|Init
02595.flac|+1|Init
02596.flac|-2|+2
02597.flac|+0.5|-2
02598.flac|-0.5|+0.5
02599.flac|Ignore|+1
02600.flac|Init|-0.5
02601.flac|-2|+0.5
02602.flac|0|+0.5
02603.flac|+0.5|0
02604.flac|+0.5|Init
02605.flac|-2|0
02606.flac|Init|Init
02607.flac|Ignore|+1
02608.flac|+0.5|-2
02609.flac|+0.5|+1
02610.flac|Ignore|+1
02611.flac|Ignore|-1
02612.flac|0|+2
02613.flac|-0.5|Init
02614.flac|-1|0
02615.flac|+0.5|+0.5
02616.flac|Init|+0.5
02617.flac|0|-2
02618.flac|0|+0.5
02619.flac|0|-1
02620.flac|+0.5|0
02621.flac|0|-2
02622.flac|-1|+0.5
02623.flac|+0.5|Init
02624.flac|+0.5|-0.5
02625.flac|-2|+0.5
02626.flac|-1|+0.5
02627.flac|+1|+0.5
02628.flac|Init|+1
02629.flac|-2|+2
02630.flac|+0.5|+1
02631.flac|Ignore|Ignore
02632.flac|+2|-1
02633.flac|-2|+1
02634.flac|0|Init
02635.flac|-0.5|-1
02636.flac|-1|+1
02637.flac|-0.5|Ignore
02638.flac|Init|-1
02639.flac|-0.5|+1
02640.flac|-1|0
02641.flac|+1|+0.5
02642.flac|+0.5|+2
02643.flac|Ignore|+1
02644.flac|+1|-0.5
02645.flac|-2|Ignore
02646.flac|0|-1
02647.flac|-1|+0.5
02648.flac|+2|-0.5
02649.flac|+2|-1
02650.flac|-0.5|+2
02651.flac|0|0
02652.flac|+1|Init
02653.flac|+0.5|+0.5
02654.flac|Ignore|0
02655.flac|Ignore|+0.5
02656.flac|-1|+1
02657.flac|-2|+0.5
02658.flac|+2|-1
02659.flac|Ignore|-2
02660.flac|Init|+0.5
02661.flac|-0.5|Init
02662.flac|+2|-0.5
02663.flac|0|0
02664.flac|Ignore|+0.5
02665.flac|+0.5|-1
02666.flac|+1|+0.5
02667.flac|+2|+0.5
02668.flac|+2|0
02669.flac|0|0
02670.flac|+0.5|-2
02671.flac|-1|-2
02672.flac|-1|-0.5
02673.flac|-1|+2
02674.flac|+1|Init
02675.flac|+0.5|+2
02676.flac|+2|+2
02677.flac|-1|-2
02678.flac|+2|0
02679.flac|0|-0.5
02680.flac|-2|-2
02681.flac|+2|+2
02682.flac|+1|-0.5
02683.flac|+0.5|-1
02684.flac|-2|Init
02685.flac|0|+1
02686.flac|0|-1
02687.flac|0|-1
02688.flac|Init|+0.5
02689.flac|Init|Ignore
02690.flac|+1|0
02691.flac|+1|0
02692.flac|+0.5|Init
02693.flac|+2|+1
02694.flac|Init|+0.5
02695.flac|-0.5|+2
02696.flac|Ignore|+0.5
02697.flac|+0.5|-0.5
02698.flac|Init|+2
02699.flac|0|+0.5
02700.flac|-2|+1
02701.flac|+2|-1
02702.flac|0|-2
02703.flac|-2|Init
02704.flac|-0.5|0
02705.flac|-0.5|Ignore
02706.flac|-2|-1
02707.flac|-2|-0.5
02708.flac|Init|+1
02709.flac|+2|Init
02710.flac|Ignore|-1
02711.flac|+0.5|-1
02712.flac|-0.5|Ignore
02713.flac|-0.5|+2
02714.flac|-0.5|+2
02715.flac|+2|-2
02716.flac|-1|-1
02717.flac|-2|+1
02718.flac|+0.5|-1
02719.flac|Ignore|0
02720.flac|-1|-2
02721.flac|-1|Init
02722.flac|+0.5|Init
02723.flac|Init|-0.5
02724.flac|Init|0
02725.flac|+0.5|-1
02726.flac|Ignore|-0.5
02727.flac|+1|-2
02728.flac|-1|Init
02729.flac|-1|+0.5
02730.flac|-0.5|+1
02731.flac|+0.5|+1
02732.flac|0|+2
02733.flac|0|Ignore
02734.flac|+1|-1
02735.flac|0|0
02736.flac|0|-2
02737.flac|+2|-1
02738.flac|Ignore|Ignore
02739.flac|+0.5|+2
02740.flac|0|+1
02741.flac|+0.5|Ignore
02742.flac|-1|+0.5
02743.flac|+2|-0.5
02744.flac|Ignore|-2
02745.flac|Init|-0.5
02746.flac|-2|-2
02747.flac|-2|+0.5
02748.flac|Ignore|-1
02749.flac|0|+1
02750.flac|-0.5|+2
02751.flac|-1|Ignore
02752.flac|-1|+0.5
02753.flac|-2|Init
02754.flac|-1|+1
02755.flac|+2|-1
02756.flac|+2|+1
02757.flac|Init|Ignore
02758.flac|+2|-1
02759.flac|Init|-1
02760.flac|Init|Ignore
02761.flac|Ignore|0
02762.flac|+1|-0.5
02763.flac|0|-0.5
02764.flac|+2|Ignore
02765.flac|+2|-0.5
02766.flac|-1|+1
02767.flac|0|-2
02768.flac|-2|+0.5
02769.flac|Init|-0.5
02770.flac|-1|+0.5
02771.flac|+1|-0.5
02772.flac|-0.5|-0.5
02773.flac|Init|Ignore
02774.flac|-2|Ignore
02775.flac|0|0
02776.flac|Init|+2
02777.flac|Init|-2
02778.flac|+1|-1
02779.flac|+0.5|+2
02780.flac|-0.5|+0.5
02781.flac|Init|-1
02782.flac|+1|Init
02783.flac|+1|Init
02784.flac|+0.5|+2
02785.flac|Init|Init
02786.flac|Ignore|-1
02787.flac|+1|-1
02788.flac|+2|Ignore
02789.flac|0|+1
02790.flac|Init|+1
02791.flac|+2|+0.5
02792.flac|-2|0
02793.flac|+2|0
02794.flac|Ignore|-0.5
02795.flac|Ignore|0
02796.flac|0|-2
02797.flac|-0.5|Ignore
02798.flac|+2|-2
02799.flac|+1|+2
02800.flac|+1|Init
02801.flac|-0.5|+1
02802.flac|+0.5|+1
02803.flac|-0.5|-0.5
02804.flac|+1|-2
02805.flac|+1|-0.5
02806.flac|Ignore|-0.5
02807.flac|-1|0
02808.flac|-2|Ignore
02809.flac|Init|Init
02810.flac|-1|+2
02811.flac|-0.5|+1
02812.flac|+2|-2
02813.flac|-2|+1
02814.flac|Init|-2
02815.flac|Ignore|+0.5
02816.flac|+2|-1
02817.flac|-0.5|-0.5
02818.flac|+1|Ignore
02819.flac|-1|+0.5
02820.flac|+2|+2
02821.flac|Init|-1
02822.flac|-0.5|-2
02823.flac|-0.5|+1
02824.flac|-1|-0.5
02825.flac|-0.5|Init
02826.flac|0|-2
02827.flac|+1|+1
02828.flac|+0.5|-2
02829.flac|-1|+1
02830.flac|Ignore|+1
02831.flac|Ignore|-0.5
02832.flac|+2|Ignore
02833.flac|+1|0
02834.flac|0|0
02835.flac|-2|+0.5
02836.flac|0|-0.5
02837.flac|+1|+0.5
02838.flac|+2|0
02839.flac|+1|Init
02840.flac|-1|-1
02841.flac|Init|Init
02842.flac|+0.5|+2
02843.flac|+0.5|0
02844.flac|-2|Ignore
02845.flac|-1|Ignore
02846.flac|+2|Init
02847.flac|+0.5|-0.5
02848.flac|+2|-2
02849.flac|+1|+1
02850.flac|-0.5|-1
02851.flac|-2|-1
02852.flac|+1|-1
02853.flac|+0.5|-1
02854.flac|Init|Init
02855.flac|Init|Init
02856.flac|+2|Init
02857.flac|+1|Ignore
02858.flac|+1|+1
02859.flac|0|0
02860.flac|+2|-1
02861.flac|-2|+1
02862.flac|0|Init
02863.flac|Ignore|Init
02864.flac|+2|+0.5
02865.flac|-2|Init
02866.flac|+1|Ignore
02867.flac|+1|-2
02868.flac|Ignore|-2
02869.flac|-2|+0.5
02870.flac|+0.5|0
02871.flac|-0.5|-1
02872.flac|-1|0
02873.flac|-2|Ignore
02874.flac|0|-2
02875.flac|-0.5|Ignore
02876.flac|Init|-1
02877.flac|Ignore|+1
02878.flac|-2|+1
02879.flac|Ignore|-1
02880.flac|+2|Init
02881.flac|+2|+2
02882.flac|Ignore|0
02883.flac|-0.5|Init
02884.flac|+0.5|-2
02885.flac|+1|Init
02886.flac|0|-0.5
02887.flac|-0.5|+1
02888.flac|+2|+1
02889.flac|-2|+0.5
02890.flac|-1|+0.5
02891.flac|+0.5|-2
02892.flac|Ignore|0
02893.flac|-0.5|Ignore
02894.flac|+0.5|+2
02895.flac|-1|+1
02896.flac|0|Ignore
02897.flac|+2|-2
02898.flac|Init|Init
02899.flac|-0.5|-1
02900.flac|-0.5|-2
02901.flac|-0.5|Init
02902.flac|Ignore|Ignore
02903.flac|+2|0
02904.flac|+1|+0.5
02905.flac|Init|+1
02906.flac|-2|Ignore
02907.flac|-1|+0.5
02908.flac|-2|+1
02909.flac|+2|+1
02910.flac|0|-0.5
02911.flac|+0.5|Ignore
02912.flac|-2|Init
02913.flac|+1|+2
02914.flac|-2|+2
02915.flac|+2|+0.5
02916.flac|+1|-1
02917.flac|+0.5|+2
02918.flac|+2|0
02919.flac|Ignore|-1
02920.flac|-1|+0.5
02921.flac|+0.5|Init
02922.flac|Init|0
02923.flac|-0.5|+2
02924.flac|Init|+1
02925.flac|-2|Init
02926.flac|0|Init
02927.flac|-0.5|+1
02928.flac|Ignore|0
02929.flac|Ignore|Ignore
02930.flac|+0.5|Ignore
02931.flac|-1|-1
02932.flac|-2|-1
02933.flac|-2|-0.5
02934.flac|Init|+2
02935.flac|Init|Init
02936.flac|-1|+2
02937.flac|-0.5|Init
02938.flac|+0.5|+2
02939.flac|+0.5|-1
02940.flac|+1|+2
02941.flac|-0.5|0
02942.flac|-1|0
02943.flac|0|+0.5
02944.flac|-0.5|Init
02945.flac|-0.5|Ignore
02946.flac|-0.5|+0.5
02947.flac|Ignore|-0.5
02948.flac|-2|-0.5
02949.flac|Ignore|+2
02950.flac|+0.5|+2
02951.flac|-2|Ignore
02952.flac|-0.5|+1
02953.flac|-1|+2
02954.flac|Init|-0.5
02955.flac|0|-2
02956.flac|-2|Ignore
02957.flac|Ignore|-0.5
02958.flac|-0.5|-2
02959.flac|+0.5|+1
02960.flac|Init|0
02961.flac|+1|+2
02962.flac|Ignore|Ignore
02963.flac|-1|0
02964.flac|Ignore|Init
02965.flac|Init|+0.5
02966.flac|Init|-0.5
02967.flac|Ignore|+2
02968.flac|-0.5|0
02969.flac|+1|-1
02970.flac|-1|Init
02971.flac|-1|0
02972.flac|+0.5|0
02973.flac|0|Init
02974.flac|-2|Ignore
02975.flac|0|-0.5
02976.flac|-2|+0.5
02977.flac|+0.5|-2
02978.flac|Ignore|Ignore
02979.flac|+0.5|-0.5
02980.flac|+0.5|Ignore
02981.flac|Ignore|Init
02982.flac|-2|+1
02983.flac|+0.5|Ignore
02984.flac|-2|0
02985.flac|-1|0
02986.flac|+2|+2
02987.flac|-0.5|0
02988.flac|+1|+2
02989.flac|0|+1
02990.flac|-0.5|-1
02991.flac|+2|-1
02992.flac|-2|+0.5
02993.flac|+0.5|+0.5
02994.flac|-0.5|+0.5
02995.flac|0|0
02996.flac|-1|0
02997.flac|-1|Init
02998.flac|Ignore|+1
02999.flac|+1|Ignore
03000.flac|+0.5|-2
03001.flac|+1|-2
03002.flac|-2|+1
03003.flac|-1|+2
03004.flac|+0.5|-0.5
03005.flac|-2|+2
03006.flac|+1|0
03007.flac|Ignore|0
03008.flac|0|Ignore
03009.flac|0|-0.5
03010.flac|Ignore|-2
03011.flac|Init|Init
03012.flac|+0.5|+0.5
03013.flac|+0.5|+2
03014.flac|+0.5|+2
03015.flac|+1|+2
03016.flac|Init|+2
03017.flac|0|-1
03018.flac|+1|0
03019.flac|-2|-2
03020.flac|-1|Init
03021.flac|+1|Ignore
03022.flac|Ignore|+2
03023.flac|+2|0
03024.flac|-0.5|+0.5
03025.flac|-0.5|-0.5
03026.flac|0|Ignore
03027.flac|+1|0
03028.flac|+0.5|+0.5
03029.flac|Init|-0.5
03030.flac|Ignore|-2
03031.flac|+1|-0.5
03032.flac|-0.5|Init
03033.flac|+0.5|-1
03034.flac|-2|Init
03035.flac|+1|0
03036.flac|+2|+1
03037.flac|Init|-0.5
03038.flac|+2|-1
03039.flac|+1|+1
03040.flac|-2|-0.5
03041.flac|+0.5|0
03042.flac|Init|Init
03043.flac|-1|0
03044.flac|-1|+1
03045.flac|-2|+2
03046.flac|+0.5|+1
03047.flac|+1|0
03048.flac|-0.5|+1
03049.flac|-0.5|-1
03050.flac|+1|-0.5
03051.flac|Init|Ignore
03052.flac|+0.5|+0.5
03053.flac|0|+2
03054.flac|-1|+2
03055.flac|+1|Ignore
03056.flac|Ignore|+0.5
03057.flac|+1|Ignore
03058.flac|+0.5|+2
03059.flac|Init|+2
03060.flac|0|+2
03061.flac|-1|Ignore
03062.flac|0|-0.5
03063.flac|0|0
03064.flac|-1|-2
03065.flac|Init|0
03066.flac|+0.5|-2
03067.flac|+0.5|+2
03068.flac|+2|+0.5
03069.flac|0|+0.5
03070.flac|+2|+1
03071.flac|0|-2
03072.flac|+1|+1
03073.flac|Ignore|+1
03074.flac|-1|0
03075.flac|+0.5|-0.5
03076.flac|-1|0
03077.flac|-2|-1
03078.flac|0|-2
03079.flac|Init|+2
03080.flac|-2|0
03081.flac|0|Init
03082.flac|Ignore|Init
03083.flac|+1|+0.5
03084.flac|-1|+0.5
03085.flac|-1|+0.5
03086.flac|Init|-1
03087.flac|Init|+2
03088.flac|Ignore|Init
03089.flac|+0.5|-1
03090.flac|0|+0.5
03091.flac|-0.5|-0.5
03092.flac|-2|-0.5
03093.flac|+1|Init
03094.flac|-2|Ignore
03095.flac|+1|Ignore
03096.flac|-1|+1
03097.flac|Init|Init
03098.flac|-2|+0.5
03099.flac|-2|0
03100.flac|-2|-0.5
03101.flac|-0.5|+0.5
03102.flac|-0.5|-0.5
03103.flac|-0.5|Ignore
03104.flac|-1|-2
03105.flac|-2|Ignore
03106.flac|-0.5|-2
03107.flac|+1|+1
03108.flac|Init|-1
03109.flac|-1|0
03110.flac|+1|+2
03111.flac|0|+2
03112.flac|-0.5|0
03113.flac|-1|0
03114.flac|+1|-0.5
03115.flac|Init|Ignore
03116.flac|Init|-2
03117.flac|-0.5|+1
03118.flac|Init|-0.5
03119.flac|Ignore|Init
03120.flac|-2|0
03121.flac|Init|Init
03122.flac|+0.5|+1
03123.flac|Init|-0.5
03124.flac|Ignore|+2
03125.flac|Init|+0.5
03126.flac|Ignore|+1
03127.flac|Init|Init
03128.flac|Ignore|Init
03129.flac|+0.5|+1
03130.flac|Init|0
03131.flac|Init|Init
03132.flac|Ignore|0
03133.flac|-1|0
03134.flac|-1|-2
03135.flac|-0.5|Init
03136.flac|+1|+1
03137.flac|0|-1
03138.flac|-1|-2
03139.flac|Ignore|Init
03140.flac|-0.5|+0.5
03141.flac|-2|-2
03142.flac|0|0
03143.flac|-1|-2
03144.flac|Ignore|Ignore
03145.flac|-1|Ignore
03146.flac|Ignore|Ignore
03147.flac|+0.5|+2
03148.flac|+0.5|+2
03149.flac|+0.5|+2
03150.flac|+1|-1
03151.flac|Init|+0.5
03152.flac|-0.5|Init
03153.flac|-0.5|-0.5
03154.flac|Ignore|0
03155.flac|Init|Init
03156.flac|-2|+1
03157.flac|Ignore|+2
03158.flac|+2|-1
03159.flac|-1|Ignore
03160.flac|-0.5|Init
03161.flac|Init|+0.5
03162.flac|-0.5|0
03163.flac|+0.5|+1
03164.flac|+1|0
03165.flac|+1|Ignore
03166.flac|0|-0.5
03167.flac|-0.5|+0.5
03168.flac|+0.5|+2
03169.flac|0|-0.5
03170.flac|+1|+1
03171.flac|+2|+2
03172.flac|+2|0
03173.flac|0|-1
03174.flac|+1|0
03175.flac|+1|+0.5
03176.flac|Init|0
03177.flac|Init|Ignore
03178.flac|Ignore|0
03179.flac|Init|-0.5
03180.flac|0|0
03181.flac|+2|0
03182.flac|+2|+0.5
03183.flac|0|-1
03184.flac|0|+0.5
03185.flac|+1|+0.5
03186.flac|+2|-1
03187.flac|-0.5|Ignore
03188.flac|+0.5|Ignore
03189.flac|+2|Ignore
03190.flac|+0.5|Ignore
03191.flac|+0.5|-0.5
03192.flac|-0.5|-0.5
